	replicates1	replicates2	replicates3
gene5174	19	22	26
gene5175	29	23	29
gene5176	15	6	22
gene5177	24	20	24
gene5178	17	16	18
gene5179	23	17	17
gene5180	10	8	11
gene5181	24	15	13
gene5182	37	35	27
gene5183	11	14	14
gene5184	20	13	10
gene5185	15	10	28
gene5186	20	16	16
gene5187	28	26	26
gene5188	14	10	10
gene5189	13	24	22
gene5190	11	10	8
gene5191	17	34	32
gene5192	8	9	12
gene5193	29	29	25
gene5194	11	15	20
gene5195	22	22	20
gene5196	17	15	23
gene5197	10	14	18
gene5198	8	18	18
gene5199	24	29	26
gene5200	13	15	16
gene5201	22	20	15
gene5202	16	12	24
gene5203	12	24	15
gene5204	29	23	22
gene5205	25	15	31
gene5206	33	31	21
gene5207	25	31	23
gene5208	18	15	25
gene5209	10	12	12
gene5210	20	14	26
gene5211	17	15	12
gene5212	24	27	20
gene5213	16	33	20
gene5214	16	21	19
gene5215	31	29	31
gene5216	31	27	32
gene5217	23	31	20
gene5218	24	21	22
gene5219	18	18	12
gene5220	20	19	21
gene5221	17	17	23
gene5222	19	18	24
gene5223	19	19	25
gene5224	10	17	12
gene5225	13	21	12
gene5226	24	20	24
gene5227	19	18	21
gene5228	18	22	14
gene5229	14	18	27
gene5230	7	11	13
gene5231	14	17	15
gene5232	33	34	31
gene5233	16	11	18
gene5234	33	37	29
gene5235	13	21	17
gene5236	38	27	31
gene5237	21	31	19
gene5238	14	17	16
gene5239	21	21	14
gene5240	23	19	22
gene5241	20	23	23
gene5242	15	18	8
gene5243	39	20	28
gene5244	20	26	14
gene5245	20	30	18
gene5246	27	30	21
gene5247	15	19	12
gene5248	27	20	24
gene5249	16	13	17
gene5250	24	36	27
gene5251	20	17	20
gene5252	12	22	23
gene5253	32	17	31
gene5254	13	10	13
gene5255	21	16	19
gene5256	20	20	17
gene5257	20	18	13
gene5258	21	29	18
gene5259	25	26	22
gene5260	18	24	22
gene5261	27	23	27
gene5262	20	11	26
gene5263	41	29	34
gene5264	13	19	16
gene5265	30	21	24
gene5266	29	30	20
gene5267	29	34	22
gene5268	16	18	21
gene5269	6	11	17
gene5270	18	23	24
gene5271	24	22	21
gene5272	21	23	22
gene5273	24	26	16
gene5274	16	17	21
gene5275	26	26	24
gene5276	16	19	11
gene5277	26	33	28
gene5278	19	16	14
gene5279	20	14	16
gene5280	28	28	21
gene5281	31	21	19
gene5282	23	22	22
gene5283	16	20	16
gene5284	33	29	24
gene5285	12	14	6
gene5286	15	11	15
gene5287	11	8	10
gene5288	17	18	23
gene5289	19	9	14
gene5290	21	20	12
gene5291	14	16	18
gene5292	25	19	25
gene5293	22	25	26
gene5294	20	24	19
gene5295	12	11	14
gene5296	10	15	13
gene5297	20	20	17
gene5298	17	19	11
gene5299	8	13	18
gene5300	23	23	20
gene5301	14	24	26
gene5302	10	3	15
gene5303	8	10	9
gene5304	32	37	27
gene5305	23	21	28
gene5306	11	24	13
gene5307	20	15	18
gene5308	22	22	18
gene5309	16	15	16
gene5310	33	40	39
gene5311	22	20	17
gene5312	11	16	8
gene5313	12	16	20
gene5314	36	20	26
gene5315	26	23	17
gene5316	13	30	20
gene5317	30	35	31
gene5318	35	44	33
gene5319	13	19	14
gene5320	22	16	24
gene5321	8	15	16
gene5322	19	11	13
gene5323	25	27	28
gene5324	22	30	20
gene5325	24	38	43
gene5326	13	12	12
gene5327	22	26	18
gene5328	7	9	7
gene5329	18	33	26
gene5330	18	17	14
gene5331	24	18	20
gene5332	21	16	17
gene5333	19	16	14
gene5334	13	20	18
gene5335	22	18	20
gene5336	20	19	28
gene5337	18	15	25
gene5338	21	20	15
gene5339	21	9	17
gene5340	5	6	6
gene5341	28	28	23
gene5342	13	6	9
gene5343	11	12	12
gene5344	11	11	12
gene5345	24	31	34
gene5346	11	15	11
gene5347	14	27	13
gene5348	10	13	24
gene5349	7	14	16
gene5350	15	26	19
gene5351	27	22	13
gene5352	20	15	12
gene5353	11	14	15
gene5354	26	17	25
gene5355	16	10	3
gene5356	21	13	24
gene5357	25	17	19
gene5358	14	15	16
gene5359	24	22	28
gene5360	14	22	15
gene5361	4	5	7
gene5362	13	12	17
gene5363	15	11	18
gene5364	27	25	18
gene5365	12	12	14
gene5366	13	17	15
gene5367	16	15	17
gene5368	19	21	18
gene5369	16	17	16
gene5370	25	22	26
gene5371	19	23	19
gene5372	18	16	14
gene5373	23	14	15
gene5374	21	13	20
gene5375	5	7	6
gene5376	16	19	20
gene5377	28	31	30
gene5378	22	17	12
gene5379	20	35	27
gene5380	20	28	27
gene5381	11	7	14
gene5382	23	24	21
gene5383	5	4	4
gene5384	31	27	38
gene5385	24	30	29
gene5386	19	17	12
gene5387	29	25	20
gene5388	25	33	22
gene5389	20	21	19
gene5390	31	16	20
gene5391	10	11	15
gene5392	21	19	28
gene5393	17	19	14
gene5394	33	30	25
gene5395	24	30	28
gene5396	24	22	16
gene5397	22	28	24
gene5398	23	23	20
gene5399	8	5	3
gene5400	11	14	17
gene5401	25	19	23
gene5402	33	25	31
gene5403	17	18	14
gene5404	24	22	19
gene5405	16	12	13
gene5406	27	27	35
gene5407	8	11	11
gene5408	42	30	22
gene5409	22	17	18
gene5410	34	21	29
gene5411	13	14	10
gene5412	17	16	24
gene5413	22	19	24
gene5414	12	14	12
gene5415	23	23	19
gene5416	21	11	26
gene5417	31	31	20
gene5418	8	13	9
gene5419	14	15	21
gene5420	15	10	9
gene5421	20	14	18
gene5422	23	32	30
gene5423	17	15	18
gene5424	9	13	17
gene5425	13	12	14
gene5426	29	42	37
gene5427	24	14	21
gene5428	19	16	14
gene5429	10	12	12
gene5430	12	10	10
gene5431	11	13	15
gene5432	21	26	23
gene5433	37	28	22
gene5434	26	27	24
gene5435	22	21	19
gene5436	24	42	25
gene5437	11	16	10
gene5438	17	10	14
gene5439	48	36	23
gene5440	21	24	23
gene5441	25	16	30
gene5442	26	25	39
gene5443	27	26	20
gene5444	20	13	16
gene5445	23	33	17
gene5446	10	12	16
gene5447	17	22	22
gene5448	24	19	26
gene5449	17	21	13
gene5450	15	21	25
gene5451	29	29	27
gene5452	6	5	10
gene5453	22	20	19
gene5454	17	16	19
gene5455	17	12	15
gene5456	25	29	35
gene5457	12	18	16
gene5458	21	28	28
gene5459	19	19	11
gene5460	27	21	16
gene5461	32	25	24
gene5462	20	7	16
gene5463	23	11	12
gene5464	22	23	19
gene5465	25	32	19
gene5466	21	10	14
gene5467	16	21	25
gene5468	13	22	13
gene5469	11	8	15
gene5470	10	9	6
gene5471	25	31	31
gene5472	21	22	23
gene5473	19	17	13
gene5474	7	3	6
gene5475	18	17	12
gene5476	22	26	13
gene5477	10	8	11
gene5478	24	16	21
gene5479	19	23	23
gene5480	22	19	9
gene5481	23	17	25
gene5482	14	13	11
gene5483	28	28	29
gene5484	20	31	34
gene5485	23	20	23
gene5486	17	15	17
gene5487	13	12	16
gene5488	31	27	29
gene5489	23	23	11
gene5490	17	15	23
gene5491	20	22	23
gene5492	20	12	30
gene5493	35	37	40
gene5494	20	13	17
gene5495	26	29	28
gene5496	18	18	22
gene5497	5	3	5
gene5498	12	11	10
gene5499	15	18	19
gene5500	29	26	36
gene5501	9	9	11
gene5502	17	19	22
gene5503	21	20	31
gene5504	12	8	10
gene5505	19	10	20
gene5506	19	16	17
gene5507	21	25	25
gene5508	22	23	19
gene5509	33	30	28
gene5510	24	24	9
gene5511	17	22	13
gene5512	30	34	25
gene5513	31	24	23
gene5514	29	25	17
gene5515	13	7	13
gene5516	14	19	20
gene5517	26	31	26
gene5518	29	30	36
gene5519	27	20	17
gene5520	11	19	21
gene5521	12	10	12
gene5522	26	11	13
gene5523	17	21	9
gene5524	9	11	10
gene5525	23	11	18
gene5526	23	20	16
gene5527	16	25	16
gene5528	16	11	10
gene5529	24	21	12
gene5530	13	20	19
gene5531	6	17	9
gene5532	18	26	29
gene5533	21	16	13
gene5534	32	27	30
gene5535	26	17	19
gene5536	30	22	31
gene5537	7	11	21
gene5538	16	25	25
gene5539	9	22	23
gene5540	30	36	32
gene5541	23	33	21
gene5542	19	20	24
gene5543	18	16	12
gene5544	30	17	27
gene5545	20	14	19
gene5546	17	15	23
gene5547	29	26	27
gene5548	22	16	34
gene5549	8	8	8
gene5550	12	9	8
gene5551	10	12	15
gene5552	30	23	27
gene5553	37	26	24
gene5554	24	23	29
gene5555	29	24	19
gene5556	31	37	28
gene5557	10	24	15
gene5558	29	22	37
gene5559	28	17	23
gene5560	13	14	13
gene5561	32	32	22
gene5562	22	26	18
gene5563	36	23	32
gene5564	18	26	26
gene5565	15	21	14
gene5566	22	25	25
gene5567	20	18	23
gene5568	21	22	20
gene5569	37	38	27
gene5570	14	28	29
gene5571	46	47	25
gene5572	12	20	19
gene5573	19	23	21
gene5574	14	13	10
gene5575	20	21	26
gene5576	45	27	31
gene5577	10	12	13
gene5578	25	26	20
gene5579	20	23	20
gene5580	10	12	14
gene5581	11	15	11
gene5582	18	16	11
gene5583	24	24	18
gene5584	14	12	14
gene5585	23	22	21
gene5586	28	27	24
gene5587	16	22	20
gene5588	20	19	15
gene5589	6	6	6
gene5590	21	14	23
gene5591	20	16	16
gene5592	26	15	29
gene5593	27	21	12
gene5594	17	25	24
gene5595	18	24	26
gene5596	17	13	18
gene5597	26	24	34
gene5598	17	19	15
gene5599	21	20	15
gene5600	16	25	25
gene5601	14	13	21
gene5602	19	12	18
gene5603	11	14	13
gene5604	22	17	20
gene5605	37	16	23
gene5606	15	11	20
gene5607	11	10	12
gene5608	16	21	16
gene5609	19	11	19
gene5610	35	35	39
gene5611	9	21	23
gene5612	12	22	27
gene5613	14	14	14
gene5614	25	31	28
gene5615	32	36	22
gene5616	25	30	26
gene5617	7	8	8
gene5618	19	20	29
gene5619	15	26	21
gene5620	27	23	25
gene5621	25	24	18
gene5622	20	17	17
gene5623	12	14	11
gene5624	24	20	19
gene5625	33	23	28
gene5626	16	19	37
gene5627	35	31	20
gene5628	13	20	20
gene5629	18	17	19
gene5630	24	30	16
gene5631	29	42	15
gene5632	30	26	27
gene5633	10	14	14
gene5634	23	11	15
gene5635	34	28	17
gene5636	37	27	32
gene5637	12	12	8
gene5638	25	33	36
gene5639	28	24	27
gene5640	17	24	16
gene5641	28	22	30
gene5642	24	20	25
gene5643	18	9	17
gene5644	9	11	25
gene5645	18	18	27
gene5646	26	17	26
gene5647	25	22	19
gene5648	27	27	12
gene5649	15	12	10
gene5650	39	33	27
gene5651	15	25	24
gene5652	22	30	19
gene5653	27	37	28
gene5654	24	33	37
gene5655	18	26	18
gene5656	15	20	21
gene5657	6	20	19
gene5658	22	17	20
gene5659	11	19	13
gene5660	27	24	27
gene5661	10	7	21
gene5662	40	38	33
gene5663	26	41	19
gene5664	21	23	28
gene5665	16	13	14
gene5666	15	12	14
gene5667	20	13	14
gene5668	32	30	25
gene5669	16	12	10
gene5670	28	35	39
gene5671	10	10	14
gene5672	12	28	27
gene5673	20	14	24
gene5674	10	10	9
gene5675	23	23	31
gene5676	22	13	19
gene5677	21	29	22
gene5678	20	15	28
gene5679	32	43	40
gene5680	19	19	16
gene5681	25	20	27
gene5682	33	31	21
gene5683	19	23	16
gene5684	18	14	12
gene5685	21	32	21
gene5686	15	17	15
gene5687	21	31	20
gene5688	18	32	19
gene5689	15	16	14
gene5690	12	16	16
gene5691	6	13	8
gene5692	24	25	17
gene5693	5	7	6
gene5694	22	16	24
gene5695	19	24	22
gene5696	28	23	17
gene5697	24	23	29
gene5698	19	20	18
gene5699	12	6	12
gene5700	13	12	11
gene5701	16	12	14
gene5702	3	10	11
gene5703	25	20	27
gene5704	40	18	44
gene5705	25	18	17
gene5706	10	12	13
gene5707	12	29	21
gene5708	30	30	25
gene5709	14	18	19
gene5710	25	33	32
gene5711	16	16	12
gene5712	22	13	6
gene5713	10	12	7
gene5714	26	28	15
gene5715	4	10	12
gene5716	13	12	8
gene5717	13	21	24
gene5718	13	16	24
gene5719	31	27	29
gene5720	28	26	21
gene5721	25	25	22
gene5722	19	20	16
gene5723	11	11	11
gene5724	12	13	17
gene5725	22	21	16
gene5726	24	21	17
gene5727	23	19	22
gene5728	12	9	10
gene5729	23	31	20
gene5730	12	22	16
gene5731	16	16	12
gene5732	22	25	15
gene5733	12	19	19
gene5734	19	22	35
gene5735	28	23	14
gene5736	15	20	15
gene5737	16	13	16
gene5738	18	28	31
gene5739	20	17	25
gene5740	17	14	22
gene5741	21	22	18
gene5742	18	11	20
gene5743	20	23	29
gene5744	15	21	22
gene5745	13	15	10
gene5746	6	6	11
gene5747	29	23	28
gene5748	17	26	23
gene5749	24	13	10
gene5750	20	26	21
gene5751	21	23	28
gene5752	29	23	12
gene5753	28	31	35
gene5754	6	14	12
gene5755	6	18	9
gene5756	12	9	12
gene5757	22	29	24
gene5758	13	16	19
gene5759	16	17	24
gene5760	14	15	21
gene5761	10	8	12
gene5762	14	24	26
gene5763	42	35	33
gene5764	18	23	17
gene5765	30	32	27
gene5766	29	14	25
gene5767	4	7	5
gene5768	22	21	27
gene5769	19	16	18
gene5770	17	16	16
gene5771	8	17	11
gene5772	26	30	24
gene5773	18	19	23
gene5774	10	11	7
gene5775	17	16	18
gene5776	19	14	11
gene5777	18	15	13
gene5778	10	9	16
gene5779	24	15	17
gene5780	22	27	15
gene5781	16	15	13
gene5782	34	32	23
gene5783	16	16	26
gene5784	15	7	10
gene5785	29	15	14
gene5786	12	18	19
gene5787	28	38	36
gene5788	22	22	20
gene5789	10	14	14
gene5790	11	10	10
gene5791	20	23	21
gene5792	11	12	15
gene5793	21	30	29
gene5794	18	11	14
gene5795	23	27	21
gene5796	15	14	15
gene5797	20	17	23
gene5798	15	13	15
gene5799	24	21	24
gene5800	33	30	27
gene5801	17	14	17
gene5802	19	26	23
gene5803	16	21	16
gene5804	20	22	23
gene5805	20	18	19
gene5806	18	18	19
gene5807	42	30	23
gene5808	19	19	12
gene5809	24	29	41
gene5810	17	24	21
gene5811	24	28	21
gene5812	14	28	26
gene5813	10	14	18
gene5814	21	16	22
gene5815	11	11	7
gene5816	20	23	24
gene5817	11	24	12
gene5818	11	10	10
gene5819	19	21	17
gene5820	39	26	29
gene5821	26	16	18
gene5822	11	13	14
gene5823	15	13	21
gene5824	10	14	18
gene5825	25	31	25
gene5826	7	10	5
gene5827	28	37	24
gene5828	28	24	20
gene5829	24	25	27
gene5830	24	28	30
gene5831	30	31	25
gene5832	18	20	19
gene5833	18	26	25
gene5834	22	26	16
gene5835	21	23	22
gene5836	9	18	11
gene5837	21	21	21
gene5838	15	13	20
gene5839	16	28	17
gene5840	13	15	14
gene5841	16	30	18
gene5842	36	32	36
gene5843	26	17	26
gene5844	18	22	22
gene5845	29	16	27
gene5846	18	22	18
gene5847	15	18	14
gene5848	15	18	15
gene5849	16	12	6
gene5850	36	30	26
gene5851	38	20	27
gene5852	16	15	14
gene5853	11	15	12
gene5854	37	40	38
gene5855	19	16	15
gene5856	40	35	36
gene5857	22	22	14
gene5858	34	44	40
gene5859	16	14	16
gene5860	12	27	22
gene5861	30	25	32
gene5862	9	6	9
gene5863	21	30	10
gene5864	6	19	19
gene5865	17	13	15
gene5866	19	21	17
gene5867	12	19	27
gene5868	23	27	31
gene5869	30	30	27
gene5870	34	26	24
gene5871	14	15	7
gene5872	17	12	13
gene5873	9	11	19
gene5874	22	21	16
gene5875	24	30	24
gene5876	14	20	19
gene5877	12	14	22
gene5878	25	22	18
gene5879	20	18	24
gene5880	29	36	38
gene5881	18	15	20
gene5882	15	11	14
gene5883	16	24	25
gene5884	39	26	35
gene5885	11	12	13
gene5886	14	21	20
gene5887	25	20	23
gene5888	26	15	22
gene5889	36	46	44
gene5890	21	28	21
gene5891	14	18	29
gene5892	29	26	17
gene5893	16	20	13
gene5894	18	23	25
gene5895	17	9	12
gene5896	20	16	15
gene5897	17	21	18
gene5898	16	21	15
gene5899	21	19	17
gene5900	14	15	7
gene5901	15	22	28
gene5902	23	25	20
gene5903	13	19	13
gene5904	12	23	17
gene5905	18	23	25
gene5906	18	15	15
gene5907	26	20	17
gene5908	15	20	15
gene5909	14	22	13
gene5910	20	25	19
gene5911	17	22	24
gene5912	16	21	27
gene5913	20	21	23
gene5914	14	17	17
gene5915	19	15	23
gene5916	13	10	7
gene5917	31	20	22
gene5918	17	11	16
gene5919	15	13	11
gene5920	18	17	16
gene5921	25	36	37
gene5922	25	27	32
gene5923	20	21	19
gene5924	17	16	16
gene5925	14	20	17
gene5926	24	16	21
gene5927	27	33	31
gene5928	24	24	15
gene5929	35	31	30
gene5930	16	12	22
gene5931	32	36	34
gene5932	7	12	19
gene5933	21	27	30
gene5934	17	15	21
gene5935	22	18	22
gene5936	15	30	22
gene5937	17	22	28
gene5938	17	23	18
gene5939	24	23	21
gene5940	22	24	32
gene5941	20	14	29
gene5942	9	17	17
gene5943	16	24	15
gene5944	21	20	14
gene5945	19	24	25
gene5946	37	24	22
gene5947	12	14	13
gene5948	15	9	12
gene5949	23	25	34
gene5950	29	24	31
gene5951	10	18	12
gene5952	11	13	13
gene5953	13	19	16
gene5954	17	16	7
gene5955	19	16	16
gene5956	17	13	17
gene5957	31	26	31
gene5958	17	9	19
gene5959	20	17	17
gene5960	11	7	12
gene5961	13	13	14
gene5962	9	15	10
gene5963	15	18	13
gene5964	14	18	17
gene5965	15	19	17
gene5966	13	11	10
gene5967	19	25	20
gene5968	14	18	24
gene5969	16	20	15
gene5970	34	27	29
gene5971	24	28	23
gene5972	32	34	26
gene5973	25	34	40
gene5974	19	25	31
gene5975	13	14	16
gene5976	21	19	23
gene5977	26	19	34
gene5978	27	21	40
gene5979	20	20	18
gene5980	12	4	3
gene5981	29	23	21
gene5982	23	17	25
gene5983	6	8	8
gene5984	27	25	20
gene5985	14	14	12
gene5986	17	18	14
gene5987	16	19	8
gene5988	28	26	21
gene5989	10	11	7
gene5990	31	21	30
gene5991	28	21	20
gene5992	17	17	18
gene5993	12	13	9
gene5994	22	26	18
gene5995	15	26	13
gene5996	26	19	29
gene5997	34	27	22
gene5998	30	31	29
gene5999	13	11	21
gene6000	36	33	23
gene6001	19	19	16
gene6002	12	21	33
gene6003	17	14	18
gene6004	16	25	16
gene6005	38	22	27
gene6006	25	31	16
gene6007	17	15	7
gene6008	28	22	31
gene6009	15	19	27
gene6010	23	26	23
gene6011	10	9	7
gene6012	17	18	20
gene6013	26	21	13
gene6014	17	15	14
gene6015	15	24	13
gene6016	12	16	11
gene6017	18	22	15
gene6018	8	3	3
gene6019	20	14	23
gene6020	12	11	10
gene6021	39	41	29
gene6022	15	21	21
gene6023	33	18	21
gene6024	14	13	11
gene6025	19	26	18
gene6026	29	21	16
gene6027	32	33	26
gene6028	23	19	22
gene6029	14	23	22
gene6030	11	9	15
gene6031	27	19	21
gene6032	17	10	22
gene6033	29	23	28
gene6034	21	18	19
gene6035	19	14	12
gene6036	27	34	22
gene6037	16	13	12
gene6038	23	22	19
gene6039	17	24	16
gene6040	5	22	14
gene6041	15	13	37
gene6042	41	33	32
gene6043	20	28	31
gene6044	22	28	29
gene6045	34	20	30
gene6046	30	27	37
gene6047	31	25	30
gene6048	7	10	10
gene6049	25	23	19
gene6050	26	27	30
gene6051	26	27	32
gene6052	29	34	23
gene6053	14	16	13
gene6054	37	27	26
gene6055	13	19	21
gene6056	11	16	12
gene6057	21	10	15
gene6058	23	20	19
gene6059	24	19	21
gene6060	25	31	32
gene6061	31	20	31
gene6062	15	14	25
gene6063	19	21	21
gene6064	24	14	17
gene6065	16	21	20
gene6066	20	26	27
gene6067	16	23	13
gene6068	29	23	33
gene6069	19	18	13
gene6070	16	19	18
gene6071	23	22	25
gene6072	22	29	27
gene6073	19	19	14
gene6074	37	28	35
gene6075	15	20	21
gene6076	27	11	22
gene6077	11	17	13
gene6078	20	19	19
gene6079	22	18	15
gene6080	16	14	11
gene6081	10	26	15
gene6082	6	11	10
gene6083	9	14	11
gene6084	5	7	8
gene6085	26	26	22
gene6086	17	16	13
gene6087	25	20	19
gene6088	9	13	14
gene6089	23	16	19
gene6090	15	17	18
gene6091	17	22	24
gene6092	18	15	19
gene6093	24	20	18
gene6094	18	14	12
gene6095	14	17	16
gene6096	35	30	37
gene6097	11	16	23
gene6098	17	10	20
gene6099	10	15	13
gene6100	15	10	10
gene6101	26	31	31
gene6102	31	18	22
gene6103	31	31	34
gene6104	39	28	24
gene6105	13	15	15
gene6106	17	25	31
gene6107	8	7	9
gene6108	13	11	11
gene6109	12	20	20
gene6110	31	13	32
gene6111	32	23	24
gene6112	18	25	27
gene6113	26	37	27
gene6114	29	25	27
gene6115	31	32	29
gene6116	21	33	28
gene6117	20	13	26
gene6118	35	37	30
gene6119	16	19	25
gene6120	25	17	20
gene6121	24	23	26
gene6122	21	25	30
gene6123	26	18	15
gene6124	24	21	17
gene6125	23	10	8
gene6126	26	11	22
gene6127	20	20	20
gene6128	25	24	23
gene6129	11	16	12
gene6130	15	19	15
gene6131	35	17	25
gene6132	8	12	14
gene6133	33	34	25
gene6134	9	6	10
gene6135	15	17	8
gene6136	14	8	13
gene6137	30	28	26
gene6138	20	13	17
gene6139	16	15	24
gene6140	13	7	15
gene6141	16	15	23
gene6142	19	26	25
gene6143	19	23	15
gene6144	20	23	25
gene6145	13	10	15
gene6146	16	9	11
gene6147	41	26	34
gene6148	24	25	18
gene6149	17	17	12
gene6150	6	8	9
gene6151	15	15	10
gene6152	21	12	10
gene6153	24	34	20
gene6154	15	19	19
gene6155	35	35	25
gene6156	14	10	11
gene6157	15	20	21
gene6158	11	5	4
gene6159	29	12	20
gene6160	27	28	18
gene6161	17	22	25
gene6162	23	19	23
gene6163	29	18	19
gene6164	33	39	58
gene6165	15	23	22
gene6166	30	28	24
gene6167	21	28	19
gene6168	27	26	30
gene6169	12	12	15
gene6170	30	19	20
gene6171	15	8	6
gene6172	25	17	27
gene6173	21	22	20
gene6174	30	33	22
gene6175	10	19	18
gene6176	20	6	13
gene6177	40	34	47
gene6178	19	15	14
gene6179	20	22	17
gene6180	23	25	23
gene6181	24	21	29
gene6182	27	29	23
gene6183	22	21	11
gene6184	34	18	20
gene6185	19	23	10
gene6186	21	18	20
gene6187	5	8	8
gene6188	9	14	20
gene6189	24	32	26
gene6190	19	33	19
gene6191	24	15	19
gene6192	15	12	21
gene6193	24	12	24
gene6194	24	20	20
gene6195	28	37	32
gene6196	24	18	24
gene6197	8	5	7
gene6198	12	11	12
gene6199	23	25	27
gene6200	24	21	21
gene6201	22	11	11
gene6202	29	34	32
gene6203	32	36	26
gene6204	12	18	12
gene6205	14	17	11
gene6206	22	23	15
gene6207	18	25	22
gene6208	30	31	33
gene6209	24	17	18
gene6210	40	37	38
gene6211	19	26	23
gene6212	11	12	11
gene6213	20	18	12
gene6214	17	17	14
gene6215	27	25	18
gene6216	31	17	25
gene6217	34	23	24
gene6218	13	15	14
gene6219	26	24	29
gene6220	15	15	16
gene6221	35	49	36
gene6222	21	32	35
gene6223	23	16	13
gene6224	17	10	17
gene6225	18	22	17
gene6226	37	37	30
gene6227	24	12	27
gene6228	19	12	23
gene6229	18	15	8
gene6230	22	17	26
gene6231	21	29	24
gene6232	14	12	14
gene6233	15	17	17
gene6234	16	19	21
gene6235	42	38	38
gene6236	27	22	26
gene6237	20	30	20
gene6238	37	29	23
gene6239	13	15	20
gene6240	16	13	12
gene6241	10	14	13
gene6242	26	27	41
gene6243	20	11	21
gene6244	25	33	17
gene6245	8	6	8
gene6246	42	36	28
gene6247	19	24	34
gene6248	15	26	26
gene6249	11	15	12
gene6250	8	5	10
gene6251	26	26	18
gene6252	8	17	11
gene6253	19	15	11
gene6254	8	9	13
gene6255	7	7	10
gene6256	7	8	11
gene6257	25	16	24
gene6258	26	18	19
gene6259	21	15	21
gene6260	35	34	28
gene6261	31	20	30
gene6262	24	26	20
gene6263	21	17	17
gene6264	33	31	32
gene6265	15	15	18
gene6266	14	20	25
gene6267	14	19	13
gene6268	27	12	19
gene6269	33	34	28
gene6270	31	25	29
gene6271	18	7	14
gene6272	12	20	13
gene6273	16	25	22
gene6274	16	9	11
gene6275	33	28	25
gene6276	36	19	20
gene6277	11	19	12
gene6278	29	22	25
gene6279	19	22	25
gene6280	16	19	25
gene6281	21	21	24
gene6282	18	26	29
gene6283	42	49	31
gene6284	31	24	19
gene6285	18	22	18
gene6286	15	17	22
gene6287	12	10	10
gene6288	15	20	13
gene6289	9	10	19
gene6290	19	26	25
gene6291	21	20	21
gene6292	14	32	28
gene6293	23	39	23
gene6294	23	16	17
gene6295	29	28	23
gene6296	11	17	18
gene6297	15	13	14
gene6298	34	30	16
gene6299	25	29	25
gene6300	29	29	28
gene6301	23	19	22
gene6302	13	13	18
gene6303	13	3	17
gene6304	11	28	20
gene6305	20	19	14
gene6306	22	23	16
gene6307	10	16	15
gene6308	20	23	24
gene6309	11	5	6
gene6310	29	34	31
gene6311	25	17	24
gene6312	33	24	38
gene6313	20	13	21
gene6314	30	26	34
gene6315	5	6	7
gene6316	43	51	41
gene6317	28	27	27
gene6318	27	24	25
gene6319	26	27	24
gene6320	26	19	27
gene6321	12	16	8
gene6322	20	25	19
gene6323	17	12	19
gene6324	17	10	11
gene6325	28	28	23
gene6326	9	9	6
gene6327	24	19	25
gene6328	22	24	24
gene6329	11	11	14
gene6330	11	21	12
gene6331	20	21	30
gene6332	27	24	36
gene6333	19	13	16
gene6334	23	28	26
gene6335	25	15	17
gene6336	35	26	32
gene6337	10	22	18
gene6338	19	19	25
gene6339	38	37	37
gene6340	29	34	20
gene6341	13	19	17
gene6342	52	38	49
gene6343	17	15	10
gene6344	16	24	13
gene6345	13	19	17
gene6346	12	13	12
gene6347	17	23	18
gene6348	28	23	16
gene6349	15	14	11
gene6350	8	15	8
gene6351	12	18	18
gene6352	22	22	26
gene6353	31	30	33
gene6354	29	21	27
gene6355	19	16	25
gene6356	20	22	19
gene6357	16	32	23
gene6358	13	14	12
gene6359	20	16	22
gene6360	18	17	19
gene6361	22	15	24
gene6362	13	14	27
gene6363	6	10	13
gene6364	24	10	20
gene6365	14	13	13
gene6366	22	23	20
gene6367	9	19	8
gene6368	13	17	20
gene6369	20	24	21
gene6370	29	23	23
gene6371	28	27	23
gene6372	22	19	21
gene6373	16	15	17
gene6374	18	18	13
gene6375	18	20	16
gene6376	19	14	17
gene6377	16	18	14
gene6378	19	32	21
gene6379	19	17	16
gene6380	30	35	34
gene6381	28	25	22
gene6382	19	13	16
gene6383	27	31	25
gene6384	16	14	20
gene6385	16	24	15
gene6386	21	19	20
gene6387	10	17	11
gene6388	15	17	13
gene6389	33	20	37
gene6390	9	7	8
gene6391	20	21	21
gene6392	18	18	21
gene6393	25	18	23
gene6394	32	21	29
gene6395	19	21	31
gene6396	16	16	17
gene6397	25	24	31
gene6398	15	16	17
gene6399	23	18	31
gene6400	9	8	14
gene6401	14	18	19
gene6402	15	21	25
gene6403	15	16	21
gene6404	21	20	12
gene6405	33	32	33
gene6406	20	20	26
gene6407	18	20	14
gene6408	25	31	18
gene6409	24	24	23
gene6410	32	27	22
gene6411	25	25	27
gene6412	11	21	16
gene6413	17	15	19
gene6414	24	17	17
gene6415	26	24	23
gene6416	28	26	15
gene6417	15	14	19
gene6418	26	32	20
gene6419	5	7	4
gene6420	16	17	15
gene6421	28	25	24
gene6422	24	23	15
gene6423	8	11	13
gene6424	11	7	8
gene6425	14	12	10
gene6426	22	24	21
gene6427	36	29	32
gene6428	21	20	16
gene6429	20	25	30
gene6430	23	18	20
gene6431	11	17	21
gene6432	22	22	19
gene6433	27	20	22
gene6434	34	26	29
gene6435	19	17	12
gene6436	30	22	25
gene6437	14	20	29
gene6438	17	21	22
gene6439	25	26	17
gene6440	18	24	21
gene6441	16	8	7
gene6442	15	23	24
gene6443	22	31	27
gene6444	13	18	23
