	replicates1	replicates2	replicates3
gene5174	24	24	18
gene5175	18	18	30
gene5176	14	15	14
gene5177	17	15	26
gene5178	14	22	21
gene5179	17	23	28
gene5180	16	12	19
gene5181	18	15	16
gene5182	37	34	36
gene5183	13	15	15
gene5184	10	13	22
gene5185	14	15	18
gene5186	21	18	17
gene5187	29	30	32
gene5188	7	19	10
gene5189	24	18	15
gene5190	11	6	6
gene5191	40	30	31
gene5192	12	8	12
gene5193	29	26	19
gene5194	18	17	14
gene5195	11	22	23
gene5196	19	24	21
gene5197	15	17	18
gene5198	18	13	10
gene5199	22	24	18
gene5200	19	19	26
gene5201	16	23	18
gene5202	14	13	25
gene5203	19	16	16
gene5204	22	14	24
gene5205	14	20	19
gene5206	24	19	24
gene5207	21	25	24
gene5208	20	28	30
gene5209	12	15	8
gene5210	26	23	28
gene5211	8	13	18
gene5212	16	19	19
gene5213	20	17	20
gene5214	22	22	25
gene5215	33	26	32
gene5216	31	35	23
gene5217	18	23	14
gene5218	22	23	19
gene5219	13	15	17
gene5220	20	14	14
gene5221	22	17	22
gene5222	21	19	18
gene5223	32	20	22
gene5224	16	16	8
gene5225	15	13	15
gene5226	34	32	28
gene5227	17	12	17
gene5228	18	16	16
gene5229	23	14	19
gene5230	11	15	11
gene5231	19	21	24
gene5232	38	23	34
gene5233	8	9	16
gene5234	28	33	29
gene5235	19	15	18
gene5236	29	39	32
gene5237	17	21	23
gene5238	17	23	22
gene5239	16	27	21
gene5240	14	27	27
gene5241	23	24	25
gene5242	12	20	10
gene5243	26	21	25
gene5244	28	21	20
gene5245	20	20	30
gene5246	22	17	37
gene5247	28	18	18
gene5248	24	10	21
gene5249	17	22	14
gene5250	27	32	26
gene5251	16	18	29
gene5252	16	20	14
gene5253	33	25	27
gene5254	16	11	12
gene5255	16	13	15
gene5256	20	20	18
gene5257	18	13	21
gene5258	30	30	23
gene5259	16	28	23
gene5260	23	19	17
gene5261	35	36	29
gene5262	25	18	17
gene5263	24	22	28
gene5264	19	18	17
gene5265	19	18	20
gene5266	34	33	32
gene5267	36	41	38
gene5268	12	12	11
gene5269	11	17	15
gene5270	21	20	16
gene5271	20	18	10
gene5272	19	25	16
gene5273	20	18	13
gene5274	20	17	18
gene5275	19	26	25
gene5276	21	13	15
gene5277	27	27	20
gene5278	10	13	14
gene5279	19	23	21
gene5280	29	15	14
gene5281	21	26	25
gene5282	13	24	32
gene5283	15	12	12
gene5284	28	29	18
gene5285	14	10	14
gene5286	26	14	11
gene5287	9	15	16
gene5288	22	22	15
gene5289	15	16	19
gene5290	13	20	22
gene5291	7	12	16
gene5292	21	25	20
gene5293	16	15	12
gene5294	21	23	39
gene5295	11	17	8
gene5296	13	16	7
gene5297	12	17	23
gene5298	12	13	13
gene5299	18	17	25
gene5300	28	20	22
gene5301	12	15	23
gene5302	4	8	9
gene5303	13	10	13
gene5304	27	20	29
gene5305	19	23	24
gene5306	15	15	12
gene5307	27	16	21
gene5308	20	25	23
gene5309	17	21	19
gene5310	34	44	29
gene5311	25	19	20
gene5312	9	14	11
gene5313	15	20	19
gene5314	24	25	32
gene5315	22	24	16
gene5316	22	32	23
gene5317	31	18	42
gene5318	30	32	20
gene5319	15	10	14
gene5320	17	22	19
gene5321	10	22	6
gene5322	20	10	10
gene5323	39	26	15
gene5324	13	11	8
gene5325	27	33	41
gene5326	9	6	7
gene5327	22	23	24
gene5328	12	6	12
gene5329	23	17	23
gene5330	26	17	13
gene5331	11	19	15
gene5332	30	26	23
gene5333	18	19	15
gene5334	19	16	7
gene5335	18	18	20
gene5336	26	18	19
gene5337	18	16	14
gene5338	22	19	20
gene5339	10	10	19
gene5340	6	10	12
gene5341	18	23	20
gene5342	9	4	10
gene5343	14	5	9
gene5344	16	10	12
gene5345	18	25	34
gene5346	13	7	14
gene5347	23	12	13
gene5348	18	14	14
gene5349	13	13	14
gene5350	24	17	18
gene5351	22	20	16
gene5352	19	12	26
gene5353	16	20	19
gene5354	16	16	23
gene5355	9	8	8
gene5356	21	22	30
gene5357	9	19	23
gene5358	17	15	24
gene5359	21	29	25
gene5360	15	16	24
gene5361	4	9	6
gene5362	18	20	14
gene5363	7	20	13
gene5364	25	18	15
gene5365	10	17	9
gene5366	16	16	18
gene5367	11	17	25
gene5368	26	24	19
gene5369	21	14	24
gene5370	28	26	34
gene5371	15	13	11
gene5372	14	13	16
gene5373	21	12	14
gene5374	16	27	19
gene5375	11	9	3
gene5376	16	18	10
gene5377	24	30	32
gene5378	13	26	15
gene5379	22	22	17
gene5380	24	24	20
gene5381	10	16	11
gene5382	32	19	21
gene5383	5	8	10
gene5384	26	25	30
gene5385	21	31	30
gene5386	15	16	21
gene5387	26	21	23
gene5388	22	26	20
gene5389	24	24	22
gene5390	24	34	20
gene5391	16	12	16
gene5392	25	17	24
gene5393	14	16	14
gene5394	28	29	20
gene5395	39	32	37
gene5396	17	24	18
gene5397	19	26	19
gene5398	20	18	32
gene5399	7	8	5
gene5400	19	19	22
gene5401	18	24	23
gene5402	23	23	28
gene5403	20	14	16
gene5404	18	23	12
gene5405	16	14	17
gene5406	38	27	26
gene5407	14	15	16
gene5408	34	20	27
gene5409	19	20	23
gene5410	33	26	19
gene5411	17	15	15
gene5412	28	22	16
gene5413	29	22	23
gene5414	16	17	14
gene5415	14	25	16
gene5416	27	19	15
gene5417	30	23	27
gene5418	17	8	13
gene5419	21	14	15
gene5420	9	13	13
gene5421	27	23	13
gene5422	22	24	29
gene5423	23	11	18
gene5424	13	15	10
gene5425	12	7	16
gene5426	25	36	24
gene5427	19	26	31
gene5428	34	26	26
gene5429	18	18	17
gene5430	17	11	9
gene5431	16	7	7
gene5432	20	18	16
gene5433	28	41	28
gene5434	27	35	25
gene5435	18	19	17
gene5436	29	24	29
gene5437	9	10	18
gene5438	16	16	19
gene5439	29	45	39
gene5440	27	20	22
gene5441	15	22	24
gene5442	26	21	30
gene5443	36	33	19
gene5444	11	9	12
gene5445	22	29	26
gene5446	12	7	10
gene5447	18	19	21
gene5448	27	31	28
gene5449	12	13	10
gene5450	21	20	16
gene5451	31	31	33
gene5452	10	7	11
gene5453	17	20	16
gene5454	13	15	22
gene5455	20	19	15
gene5456	29	28	29
gene5457	21	9	15
gene5458	30	27	26
gene5459	21	23	19
gene5460	28	29	27
gene5461	26	28	36
gene5462	18	22	12
gene5463	22	18	20
gene5464	19	17	23
gene5465	31	34	26
gene5466	9	14	12
gene5467	12	16	22
gene5468	15	22	20
gene5469	11	17	7
gene5470	4	3	4
gene5471	30	24	24
gene5472	25	18	26
gene5473	14	12	12
gene5474	3	5	3
gene5475	13	13	12
gene5476	29	25	32
gene5477	11	16	10
gene5478	15	18	17
gene5479	20	17	30
gene5480	21	21	13
gene5481	23	14	16
gene5482	16	10	14
gene5483	23	39	18
gene5484	29	22	17
gene5485	21	13	18
gene5486	16	21	10
gene5487	14	11	11
gene5488	22	27	17
gene5489	22	21	27
gene5490	17	14	14
gene5491	30	14	24
gene5492	31	17	17
gene5493	21	39	35
gene5494	11	21	29
gene5495	23	31	27
gene5496	22	17	10
gene5497	6	7	8
gene5498	11	21	12
gene5499	22	17	21
gene5500	39	32	23
gene5501	11	19	16
gene5502	23	13	17
gene5503	18	18	24
gene5504	11	15	17
gene5505	16	20	18
gene5506	6	18	20
gene5507	22	11	21
gene5508	17	31	22
gene5509	22	33	26
gene5510	24	18	28
gene5511	9	26	18
gene5512	36	31	31
gene5513	25	26	32
gene5514	21	26	18
gene5515	11	11	15
gene5516	15	20	23
gene5517	26	27	33
gene5518	27	25	25
gene5519	26	21	17
gene5520	13	14	14
gene5521	12	10	10
gene5522	11	14	17
gene5523	24	19	15
gene5524	14	16	11
gene5525	19	12	22
gene5526	20	19	17
gene5527	21	17	15
gene5528	14	16	12
gene5529	20	16	19
gene5530	11	14	18
gene5531	7	13	6
gene5532	17	21	27
gene5533	19	18	14
gene5534	25	27	21
gene5535	31	27	18
gene5536	19	25	35
gene5537	9	15	13
gene5538	14	22	18
gene5539	12	17	25
gene5540	25	31	34
gene5541	26	16	24
gene5542	26	33	24
gene5543	16	19	22
gene5544	22	27	19
gene5545	20	34	22
gene5546	14	21	11
gene5547	35	28	24
gene5548	25	19	20
gene5549	10	14	10
gene5550	9	11	18
gene5551	8	14	9
gene5552	28	29	21
gene5553	23	25	24
gene5554	17	21	13
gene5555	21	23	12
gene5556	21	30	28
gene5557	13	11	13
gene5558	25	25	29
gene5559	18	21	16
gene5560	12	17	22
gene5561	18	18	26
gene5562	29	15	19
gene5563	31	26	26
gene5564	37	19	22
gene5565	29	17	13
gene5566	30	29	32
gene5567	22	21	27
gene5568	23	21	22
gene5569	24	33	39
gene5570	16	22	22
gene5571	39	47	41
gene5572	11	23	10
gene5573	25	27	24
gene5574	20	16	16
gene5575	33	30	27
gene5576	25	34	30
gene5577	15	13	15
gene5578	23	25	24
gene5579	21	15	18
gene5580	9	7	11
gene5581	17	12	11
gene5582	14	14	16
gene5583	28	34	18
gene5584	20	23	16
gene5585	20	26	28
gene5586	21	22	30
gene5587	21	20	13
gene5588	16	25	11
gene5589	8	7	9
gene5590	19	20	18
gene5591	15	20	26
gene5592	24	22	21
gene5593	22	20	25
gene5594	22	11	25
gene5595	20	16	22
gene5596	22	21	12
gene5597	25	31	26
gene5598	19	18	27
gene5599	12	20	28
gene5600	27	20	25
gene5601	13	17	14
gene5602	17	17	19
gene5603	8	17	12
gene5604	16	20	23
gene5605	19	19	26
gene5606	16	18	19
gene5607	11	17	12
gene5608	19	18	24
gene5609	20	18	35
gene5610	41	29	25
gene5611	25	18	11
gene5612	19	15	16
gene5613	15	14	17
gene5614	19	33	31
gene5615	15	22	29
gene5616	18	30	32
gene5617	5	9	14
gene5618	21	19	22
gene5619	27	26	28
gene5620	26	29	20
gene5621	26	16	23
gene5622	24	20	17
gene5623	12	17	16
gene5624	22	21	33
gene5625	24	32	24
gene5626	19	21	20
gene5627	33	28	42
gene5628	15	13	11
gene5629	23	13	26
gene5630	18	23	16
gene5631	36	24	20
gene5632	30	41	29
gene5633	10	14	18
gene5634	21	20	16
gene5635	19	29	23
gene5636	27	25	31
gene5637	9	12	11
gene5638	26	29	33
gene5639	39	23	22
gene5640	18	18	18
gene5641	28	29	30
gene5642	22	25	28
gene5643	7	10	12
gene5644	21	23	14
gene5645	16	16	12
gene5646	28	34	24
gene5647	19	18	20
gene5648	20	23	25
gene5649	14	12	15
gene5650	40	40	32
gene5651	22	21	29
gene5652	25	29	22
gene5653	21	18	28
gene5654	31	32	38
gene5655	22	20	20
gene5656	21	24	22
gene5657	13	17	22
gene5658	26	21	9
gene5659	23	24	25
gene5660	22	34	26
gene5661	11	6	10
gene5662	32	45	30
gene5663	28	31	35
gene5664	29	17	15
gene5665	17	20	20
gene5666	11	21	15
gene5667	18	19	15
gene5668	29	30	29
gene5669	14	8	14
gene5670	43	43	44
gene5671	11	15	11
gene5672	28	24	31
gene5673	23	16	15
gene5674	15	13	6
gene5675	27	12	20
gene5676	30	26	22
gene5677	39	21	27
gene5678	19	14	22
gene5679	38	32	22
gene5680	17	20	25
gene5681	31	27	30
gene5682	31	27	31
gene5683	14	23	16
gene5684	28	23	18
gene5685	27	26	27
gene5686	17	15	17
gene5687	16	19	21
gene5688	23	22	25
gene5689	15	10	15
gene5690	12	19	19
gene5691	11	12	10
gene5692	35	27	26
gene5693	11	10	4
gene5694	20	22	24
gene5695	19	25	25
gene5696	26	27	25
gene5697	26	29	31
gene5698	29	20	29
gene5699	16	20	10
gene5700	12	12	15
gene5701	9	15	11
gene5702	11	10	7
gene5703	28	31	24
gene5704	32	32	37
gene5705	14	17	18
gene5706	15	9	13
gene5707	22	19	17
gene5708	22	26	17
gene5709	22	20	24
gene5710	43	19	42
gene5711	25	24	23
gene5712	6	12	10
gene5713	8	5	8
gene5714	18	19	23
gene5715	15	14	13
gene5716	15	20	14
gene5717	16	11	16
gene5718	17	13	14
gene5719	34	30	22
gene5720	27	17	18
gene5721	37	24	16
gene5722	14	17	19
gene5723	11	10	8
gene5724	16	20	6
gene5725	16	20	19
gene5726	20	12	29
gene5727	17	23	22
gene5728	14	11	7
gene5729	19	22	24
gene5730	16	20	14
gene5731	16	14	20
gene5732	16	21	22
gene5733	17	16	22
gene5734	26	29	22
gene5735	20	22	23
gene5736	38	18	16
gene5737	12	14	10
gene5738	15	23	21
gene5739	18	24	19
gene5740	13	17	18
gene5741	23	18	16
gene5742	18	9	17
gene5743	22	17	19
gene5744	20	12	14
gene5745	8	18	12
gene5746	9	13	7
gene5747	35	26	18
gene5748	24	24	21
gene5749	21	26	16
gene5750	25	26	21
gene5751	15	22	28
gene5752	20	16	15
gene5753	29	31	27
gene5754	18	10	10
gene5755	14	14	19
gene5756	13	12	7
gene5757	20	31	18
gene5758	21	20	12
gene5759	18	13	19
gene5760	14	18	11
gene5761	11	21	20
gene5762	23	30	33
gene5763	35	32	38
gene5764	29	33	28
gene5765	31	32	25
gene5766	16	27	19
gene5767	5	4	9
gene5768	18	19	18
gene5769	17	25	18
gene5770	12	14	19
gene5771	16	8	11
gene5772	35	35	27
gene5773	24	21	22
gene5774	13	9	9
gene5775	15	8	22
gene5776	28	19	19
gene5777	25	22	17
gene5778	8	15	16
gene5779	25	32	27
gene5780	17	27	26
gene5781	16	25	24
gene5782	27	29	29
gene5783	27	25	13
gene5784	11	11	9
gene5785	23	25	29
gene5786	18	22	16
gene5787	21	38	37
gene5788	22	18	34
gene5789	11	7	16
gene5790	13	14	12
gene5791	30	25	35
gene5792	11	8	15
gene5793	24	24	26
gene5794	21	19	16
gene5795	20	24	18
gene5796	15	21	17
gene5797	32	21	17
gene5798	14	12	15
gene5799	27	26	27
gene5800	25	31	31
gene5801	20	12	16
gene5802	25	18	26
gene5803	18	15	15
gene5804	25	27	25
gene5805	11	20	19
gene5806	16	17	21
gene5807	26	37	31
gene5808	18	22	20
gene5809	30	41	36
gene5810	13	17	20
gene5811	27	17	25
gene5812	30	36	28
gene5813	14	19	15
gene5814	16	27	28
gene5815	10	10	7
gene5816	19	18	21
gene5817	10	19	10
gene5818	6	8	8
gene5819	24	13	14
gene5820	28	24	17
gene5821	23	9	18
gene5822	13	22	15
gene5823	10	17	19
gene5824	21	11	14
gene5825	32	22	25
gene5826	7	11	13
gene5827	21	29	31
gene5828	26	24	19
gene5829	25	28	26
gene5830	31	31	37
gene5831	16	33	29
gene5832	11	20	16
gene5833	17	32	20
gene5834	23	34	23
gene5835	25	16	22
gene5836	12	10	12
gene5837	20	13	18
gene5838	15	20	24
gene5839	27	20	21
gene5840	17	20	11
gene5841	23	26	22
gene5842	24	31	32
gene5843	13	21	13
gene5844	25	23	18
gene5845	20	18	22
gene5846	14	19	19
gene5847	22	16	18
gene5848	12	7	11
gene5849	8	15	13
gene5850	33	29	29
gene5851	26	23	24
gene5852	12	13	14
gene5853	13	15	15
gene5854	30	31	33
gene5855	23	9	20
gene5856	30	27	46
gene5857	23	29	18
gene5858	43	43	42
gene5859	14	13	22
gene5860	25	19	17
gene5861	29	24	27
gene5862	11	13	13
gene5863	23	24	17
gene5864	13	16	13
gene5865	24	16	13
gene5866	29	17	16
gene5867	27	28	19
gene5868	20	24	30
gene5869	25	33	28
gene5870	39	40	17
gene5871	14	13	10
gene5872	10	19	18
gene5873	18	15	12
gene5874	12	11	10
gene5875	21	17	21
gene5876	12	20	15
gene5877	14	21	14
gene5878	24	22	22
gene5879	25	19	24
gene5880	33	39	30
gene5881	7	20	21
gene5882	8	17	11
gene5883	14	17	15
gene5884	39	42	46
gene5885	9	12	15
gene5886	18	11	17
gene5887	24	15	26
gene5888	21	18	17
gene5889	39	36	41
gene5890	24	22	17
gene5891	24	14	21
gene5892	26	30	30
gene5893	11	13	12
gene5894	17	18	15
gene5895	14	21	17
gene5896	19	17	24
gene5897	24	21	23
gene5898	11	22	11
gene5899	13	15	20
gene5900	17	21	11
gene5901	26	19	22
gene5902	25	22	16
gene5903	12	9	21
gene5904	21	18	23
gene5905	33	25	23
gene5906	12	16	15
gene5907	18	25	18
gene5908	21	24	25
gene5909	17	16	20
gene5910	20	18	18
gene5911	26	20	27
gene5912	26	24	15
gene5913	25	22	25
gene5914	20	19	9
gene5915	24	17	21
gene5916	20	10	12
gene5917	17	20	19
gene5918	18	22	12
gene5919	18	11	15
gene5920	12	15	12
gene5921	34	42	43
gene5922	25	27	25
gene5923	16	27	26
gene5924	25	8	19
gene5925	18	20	17
gene5926	25	22	16
gene5927	36	40	53
gene5928	25	20	16
gene5929	20	25	29
gene5930	18	14	22
gene5931	22	34	28
gene5932	12	7	14
gene5933	25	20	31
gene5934	23	22	8
gene5935	31	31	19
gene5936	20	19	23
gene5937	33	29	22
gene5938	27	21	32
gene5939	16	19	16
gene5940	22	19	22
gene5941	14	21	15
gene5942	16	29	13
gene5943	17	16	16
gene5944	14	18	16
gene5945	19	17	15
gene5946	28	31	27
gene5947	12	9	6
gene5948	8	12	11
gene5949	33	30	39
gene5950	22	35	16
gene5951	16	22	13
gene5952	12	16	10
gene5953	13	7	16
gene5954	8	12	12
gene5955	13	14	17
gene5956	16	21	19
gene5957	24	21	30
gene5958	15	14	18
gene5959	16	21	15
gene5960	14	9	14
gene5961	12	14	15
gene5962	14	13	10
gene5963	11	17	13
gene5964	14	12	13
gene5965	16	20	16
gene5966	9	11	9
gene5967	28	17	22
gene5968	19	21	12
gene5969	14	13	11
gene5970	33	25	24
gene5971	21	25	22
gene5972	24	24	37
gene5973	37	33	14
gene5974	27	24	25
gene5975	17	15	7
gene5976	20	10	19
gene5977	18	30	32
gene5978	26	27	38
gene5979	21	20	21
gene5980	10	11	10
gene5981	31	25	29
gene5982	19	22	20
gene5983	6	15	9
gene5984	26	26	21
gene5985	13	11	10
gene5986	22	22	15
gene5987	18	15	12
gene5988	31	29	19
gene5989	14	18	11
gene5990	25	24	20
gene5991	20	19	20
gene5992	17	17	18
gene5993	17	9	8
gene5994	32	25	26
gene5995	21	16	28
gene5996	36	23	21
gene5997	33	17	26
gene5998	27	32	19
gene5999	16	25	13
gene6000	33	30	35
gene6001	27	24	22
gene6002	27	21	23
gene6003	9	8	15
gene6004	20	19	17
gene6005	32	28	24
gene6006	29	16	26
gene6007	9	10	11
gene6008	22	23	21
gene6009	23	16	22
gene6010	21	27	36
gene6011	9	15	10
gene6012	19	25	18
gene6013	22	19	28
gene6014	20	25	16
gene6015	26	11	22
gene6016	8	8	12
gene6017	23	14	19
gene6018	6	7	7
gene6019	18	22	18
gene6020	10	13	9
gene6021	31	50	28
gene6022	17	16	26
gene6023	31	17	25
gene6024	16	24	17
gene6025	33	27	27
gene6026	20	20	20
gene6027	33	31	36
gene6028	22	24	15
gene6029	15	20	15
gene6030	16	14	16
gene6031	22	12	21
gene6032	21	16	23
gene6033	30	25	22
gene6034	25	26	27
gene6035	12	16	15
gene6036	19	26	32
gene6037	13	18	29
gene6038	22	21	14
gene6039	23	29	21
gene6040	13	18	13
gene6041	24	25	22
gene6042	31	30	33
gene6043	36	35	26
gene6044	28	37	26
gene6045	28	24	32
gene6046	35	30	25
gene6047	18	30	24
gene6048	9	8	9
gene6049	17	16	19
gene6050	17	17	15
gene6051	28	27	20
gene6052	18	29	23
gene6053	17	14	8
gene6054	23	29	27
gene6055	27	23	19
gene6056	19	12	14
gene6057	15	10	14
gene6058	23	14	22
gene6059	13	22	19
gene6060	31	32	32
gene6061	29	31	25
gene6062	8	19	11
gene6063	24	15	13
gene6064	32	24	18
gene6065	18	17	13
gene6066	25	17	17
gene6067	10	19	12
gene6068	27	27	24
gene6069	16	21	24
gene6070	16	9	10
gene6071	23	23	11
gene6072	19	27	19
gene6073	18	11	13
gene6074	36	32	43
gene6075	17	13	14
gene6076	30	24	19
gene6077	19	16	18
gene6078	37	32	25
gene6079	20	22	20
gene6080	13	14	15
gene6081	21	11	16
gene6082	17	10	9
gene6083	11	6	10
gene6084	8	7	9
gene6085	25	19	25
gene6086	15	19	18
gene6087	16	23	16
gene6088	17	15	13
gene6089	21	19	15
gene6090	12	28	13
gene6091	25	23	23
gene6092	13	10	17
gene6093	19	15	17
gene6094	16	13	23
gene6095	12	18	20
gene6096	37	38	27
gene6097	12	22	11
gene6098	18	17	21
gene6099	10	4	9
gene6100	5	8	10
gene6101	36	29	20
gene6102	20	26	19
gene6103	23	37	31
gene6104	19	23	26
gene6105	16	10	18
gene6106	29	20	19
gene6107	16	14	11
gene6108	15	15	16
gene6109	28	33	22
gene6110	24	15	20
gene6111	25	23	25
gene6112	20	23	21
gene6113	20	27	26
gene6114	21	21	19
gene6115	29	20	29
gene6116	24	19	33
gene6117	19	26	19
gene6118	29	29	22
gene6119	18	21	27
gene6120	19	20	23
gene6121	29	25	23
gene6122	36	31	25
gene6123	27	35	20
gene6124	34	17	13
gene6125	11	10	19
gene6126	28	28	23
gene6127	25	19	22
gene6128	21	18	20
gene6129	12	10	13
gene6130	12	16	17
gene6131	23	29	27
gene6132	12	17	16
gene6133	13	17	26
gene6134	13	10	13
gene6135	18	16	16
gene6136	10	7	14
gene6137	16	25	24
gene6138	19	13	19
gene6139	17	20	25
gene6140	18	6	13
gene6141	27	21	24
gene6142	25	20	22
gene6143	14	17	19
gene6144	29	24	22
gene6145	13	14	15
gene6146	18	15	13
gene6147	21	39	28
gene6148	23	21	22
gene6149	20	18	16
gene6150	17	12	10
gene6151	20	11	13
gene6152	19	14	12
gene6153	34	26	22
gene6154	25	26	19
gene6155	24	27	15
gene6156	13	10	11
gene6157	14	21	18
gene6158	4	2	5
gene6159	19	30	23
gene6160	15	24	25
gene6161	25	19	20
gene6162	22	19	16
gene6163	21	14	25
gene6164	42	39	32
gene6165	16	18	22
gene6166	28	19	18
gene6167	16	25	27
gene6168	28	20	30
gene6169	8	11	13
gene6170	14	19	21
gene6171	7	9	13
gene6172	16	11	23
gene6173	15	20	19
gene6174	27	21	33
gene6175	19	15	22
gene6176	12	9	19
gene6177	34	33	39
gene6178	18	23	12
gene6179	23	20	22
gene6180	18	27	16
gene6181	17	25	27
gene6182	32	26	26
gene6183	29	30	20
gene6184	24	22	17
gene6185	23	21	16
gene6186	18	20	25
gene6187	8	7	3
gene6188	22	15	10
gene6189	42	30	22
gene6190	25	13	27
gene6191	21	20	21
gene6192	14	23	18
gene6193	16	21	13
gene6194	27	21	23
gene6195	34	25	29
gene6196	23	28	19
gene6197	19	15	17
gene6198	14	10	11
gene6199	13	13	25
gene6200	29	21	28
gene6201	15	15	13
gene6202	28	38	31
gene6203	32	31	30
gene6204	14	16	24
gene6205	16	15	13
gene6206	31	24	16
gene6207	35	29	21
gene6208	27	25	37
gene6209	26	16	26
gene6210	41	34	35
gene6211	19	19	28
gene6212	10	20	12
gene6213	14	20	18
gene6214	20	13	16
gene6215	24	16	21
gene6216	34	32	36
gene6217	29	24	22
gene6218	9	7	13
gene6219	24	32	17
gene6220	17	13	15
gene6221	33	39	29
gene6222	30	27	27
gene6223	17	16	15
gene6224	10	16	13
gene6225	20	21	24
gene6226	30	29	30
gene6227	21	17	19
gene6228	20	26	13
gene6229	23	15	6
gene6230	21	20	15
gene6231	30	23	36
gene6232	10	8	8
gene6233	24	20	19
gene6234	17	17	10
gene6235	56	49	30
gene6236	27	27	30
gene6237	31	19	37
gene6238	23	15	32
gene6239	10	14	12
gene6240	17	17	12
gene6241	12	10	9
gene6242	36	27	23
gene6243	16	20	14
gene6244	20	21	21
gene6245	10	9	9
gene6246	33	39	38
gene6247	32	33	27
gene6248	18	24	28
gene6249	13	11	14
gene6250	13	9	5
gene6251	19	14	17
gene6252	24	17	15
gene6253	19	18	22
gene6254	11	8	7
gene6255	17	9	9
gene6256	10	17	12
gene6257	19	27	18
gene6258	24	20	25
gene6259	17	20	18
gene6260	29	46	21
gene6261	30	21	37
gene6262	22	41	28
gene6263	18	27	16
gene6264	27	36	29
gene6265	16	12	10
gene6266	21	26	14
gene6267	18	15	19
gene6268	23	27	24
gene6269	28	24	18
gene6270	25	25	25
gene6271	13	9	14
gene6272	15	14	18
gene6273	17	14	22
gene6274	9	8	11
gene6275	24	25	24
gene6276	29	18	23
gene6277	15	11	11
gene6278	26	25	31
gene6279	21	21	30
gene6280	18	18	18
gene6281	17	21	15
gene6282	31	33	27
gene6283	43	45	40
gene6284	19	19	22
gene6285	26	26	18
gene6286	20	26	19
gene6287	12	12	8
gene6288	15	18	15
gene6289	11	20	16
gene6290	25	30	29
gene6291	23	19	25
gene6292	26	28	19
gene6293	29	34	22
gene6294	22	18	12
gene6295	32	26	23
gene6296	16	11	20
gene6297	13	10	12
gene6298	23	18	17
gene6299	33	25	29
gene6300	26	37	19
gene6301	28	23	10
gene6302	5	9	12
gene6303	6	6	6
gene6304	23	18	20
gene6305	14	20	21
gene6306	18	18	22
gene6307	16	13	15
gene6308	23	23	21
gene6309	9	11	12
gene6310	19	23	29
gene6311	17	23	18
gene6312	27	34	18
gene6313	22	22	26
gene6314	28	29	31
gene6315	6	12	7
gene6316	55	48	42
gene6317	18	25	29
gene6318	28	23	28
gene6319	26	25	27
gene6320	18	24	24
gene6321	14	11	24
gene6322	19	22	14
gene6323	21	12	14
gene6324	10	15	17
gene6325	19	29	25
gene6326	6	7	9
gene6327	18	24	25
gene6328	29	26	21
gene6329	13	13	18
gene6330	19	11	18
gene6331	28	29	21
gene6332	29	37	24
gene6333	15	22	18
gene6334	19	21	21
gene6335	19	11	21
gene6336	36	28	25
gene6337	25	19	15
gene6338	20	20	21
gene6339	27	25	33
gene6340	24	31	23
gene6341	26	18	17
gene6342	44	49	41
gene6343	17	16	17
gene6344	16	18	12
gene6345	12	19	15
gene6346	13	12	12
gene6347	13	20	27
gene6348	23	27	18
gene6349	15	7	13
gene6350	9	3	11
gene6351	15	12	10
gene6352	22	31	29
gene6353	31	30	34
gene6354	28	22	50
gene6355	22	28	11
gene6356	31	31	24
gene6357	21	21	16
gene6358	11	4	11
gene6359	30	24	15
gene6360	18	15	17
gene6361	12	14	17
gene6362	24	23	24
gene6363	6	8	13
gene6364	21	16	18
gene6365	15	11	11
gene6366	23	21	24
gene6367	17	22	10
gene6368	17	13	11
gene6369	21	22	27
gene6370	27	28	28
gene6371	24	23	25
gene6372	17	23	22
gene6373	20	17	21
gene6374	22	14	16
gene6375	26	12	22
gene6376	16	18	19
gene6377	23	26	26
gene6378	34	23	20
gene6379	14	20	13
gene6380	27	36	40
gene6381	22	26	19
gene6382	20	6	18
gene6383	20	23	29
gene6384	16	10	10
gene6385	20	17	12
gene6386	19	15	23
gene6387	20	14	15
gene6388	19	19	10
gene6389	38	31	16
gene6390	6	9	6
gene6391	20	30	31
gene6392	16	21	29
gene6393	22	22	21
gene6394	31	24	17
gene6395	29	27	26
gene6396	31	14	16
gene6397	28	31	15
gene6398	23	23	17
gene6399	23	9	27
gene6400	16	10	16
gene6401	16	10	10
gene6402	17	12	17
gene6403	16	12	15
gene6404	17	16	16
gene6405	35	27	34
gene6406	34	21	17
gene6407	13	19	13
gene6408	28	26	22
gene6409	26	26	26
gene6410	16	28	21
gene6411	20	40	28
gene6412	11	20	14
gene6413	16	16	17
gene6414	16	18	21
gene6415	20	19	20
gene6416	26	25	23
gene6417	19	17	20
gene6418	30	35	24
gene6419	8	4	7
gene6420	16	17	18
gene6421	19	18	28
gene6422	21	13	17
gene6423	11	9	9
gene6424	12	8	9
gene6425	14	12	16
gene6426	26	15	15
gene6427	22	20	31
gene6428	12	15	16
gene6429	28	30	34
gene6430	29	11	22
gene6431	15	20	19
gene6432	22	13	15
gene6433	20	17	19
gene6434	29	28	34
gene6435	21	17	17
gene6436	24	32	29
gene6437	14	22	23
gene6438	13	22	15
gene6439	31	32	24
gene6440	13	17	19
gene6441	11	19	9
gene6442	14	18	20
gene6443	23	32	24
gene6444	30	26	34
